date,text,aspect,aspect_ix,opinion,sentiment,triplet,aspect_opinion,timestamp,info,cat
2022-01-31T17:28:10.473421Z,"Никита очень внимательный и понимающий сотрудник . Выслушал , выполнил свои обязанности , обо всем проинформировал . Спасибо !",сотрудник,[5],понимающий,POS,"('сотрудник', 'понимающий', 'POS')","('сотрудник', 'понимающий')",1643650090.473421,1,0
2022-01-31T17:28:10.473421Z,"Никита очень внимательный и понимающий сотрудник . Выслушал , выполнил свои обязанности , обо всем проинформировал . Спасибо !",сотрудник,[5],внимательный,POS,"('сотрудник', 'внимательный', 'POS')","('сотрудник', 'внимательный')",1643650090.473421,1,0
2022-01-31T17:28:10.473421Z,"Никита очень внимательный и понимающий сотрудник . Выслушал , выполнил свои обязанности , обо всем проинформировал . Спасибо !",сотрудник,[5],очень внимательный,POS,"('сотрудник', 'очень внимательный', 'POS')","('сотрудник', 'очень внимательный')",1643650090.473421,1,0
2022-01-31T16:48:17.493343Z,"Выражаю благодарность менеджеру Тинькофф банка Анастасии ( вн . номер сотрудника 6908041 ) за оперативную помощь в выдаче карты . Моментальная организация подготовки , выпуска и доставки карты . Спасибо .",менеджер,[2],благодарность,POS,"('менеджер', 'благодарность', 'POS')","('менеджер', 'благодарность')",1643647697.493343,1,0
2022-01-31T16:48:17.493343Z,"Выражаю благодарность менеджеру Тинькофф банка Анастасии ( вн . номер сотрудника 6908041 ) за оперативную помощь в выдаче карты . Моментальная организация подготовки , выпуска и доставки карты . Спасибо .",помощь,[15],оперативную,POS,"('помощь', 'оперативную', 'POS')","('помощь', 'оперативную')",1643647697.493343,1,0
2022-01-31T16:48:17.493343Z,"Выражаю благодарность менеджеру Тинькофф банка Анастасии ( вн . номер сотрудника 6908041 ) за оперативную помощь в выдаче карты . Моментальная организация подготовки , выпуска и доставки карты . Спасибо .",организация,[21],моментальная,POS,"('организация', 'моментальная', 'POS')","('организация', 'моментальная')",1643647697.493343,1,0
2022-01-31T14:58:30.352425Z,Адекватная тех поддержка всегда на связи . В чате можно заорать любые вопросы 24 часа в сутки . Кэшбэк понятный и реальный . Ощутимый и реальными деньгами . Удобное приложение . Можно оформить детскую картук своему счету .,приложение,[29],удобное,POS,"('приложение', 'удобное', 'POS')","('приложение', 'удобное')",1643641110.352425,1,4
2022-01-31T14:58:30.352425Z,Адекватная тех поддержка всегда на связи . В чате можно заорать любые вопросы 24 часа в сутки . Кэшбэк понятный и реальный . Ощутимый и реальными деньгами . Удобное приложение . Можно оформить детскую картук своему счету .,тех поддержка,"[1, 2]",адекватная,POS,"('тех поддержка', 'адекватная', 'POS')","('тех поддержка', 'адекватная')",1643641110.352425,1,0
2022-01-31T14:58:30.352425Z,Адекватная тех поддержка всегда на связи . В чате можно заорать любые вопросы 24 часа в сутки . Кэшбэк понятный и реальный . Ощутимый и реальными деньгами . Удобное приложение . Можно оформить детскую картук своему счету .,кэшбэк,[18],понятный,POS,"('кэшбэк', 'понятный', 'POS')","('кэшбэк', 'понятный')",1643641110.352425,1,1
2022-01-31T13:27:07.880771Z,"Выражаю благодарность банку и в частности менеджеру - консультанту Марину за помощь в решении вопроса получения кешбэка . Несмотря на то , что был выходной ( 30 января 2022 года ) , она оперативно решила проблему с начислением положенной мне суммы кешбэка за покупку .",банк,[2],благодарность,POS,"('банк', 'благодарность', 'POS')","('банк', 'благодарность')",1643635627.880771,1,0
2022-01-31T12:39:19.551873Z,"Очень удобно оплачивать счета ( даже за границу ) . Функциональное приложение ( расшифровывает данные квитанции или счета по фотографии ) . Ошибочно пополнил чужую карту стороннего банка - вопрос по возврату средств решился положительно , на всем этапе была информационная поддержка со стороны сотрудников банка . Рекомендую , без преувеличения банк будущего .",банк,[51],рекомендую,POS,"('банк', 'рекомендую', 'POS')","('банк', 'рекомендую')",1643632759.551873,1,2
2022-01-31T12:39:19.551873Z,"Очень удобно оплачивать счета ( даже за границу ) . Функциональное приложение ( расшифровывает данные квитанции или счета по фотографии ) . Ошибочно пополнил чужую карту стороннего банка - вопрос по возврату средств решился положительно , на всем этапе была информационная поддержка со стороны сотрудников банка . Рекомендую , без преувеличения банк будущего .",приложение,[11],функциональное,POS,"('приложение', 'функциональное', 'POS')","('приложение', 'функциональное')",1643632759.551873,1,4
2022-01-31T08:24:01.728099Z,"Благодарим нашего менеджера Владислава , за такое быстрое решение возникшей ситуации по начислениям нашему предприятию штрафных санкций из за недопонимания ситуации . Влад пообещал предпринять действия , и довл ситуацию до конца ! Благодаря ему , мы сэкономили порядка 50т . р ! Успехов в работе , Владислав !!! ООО Триумф .",менеджер,[2],благодарим,POS,"('менеджер', 'благодарим', 'POS')","('менеджер', 'благодарим')",1643617441.728099,1,0
2022-01-31T08:24:01.728099Z,"Благодарим нашего менеджера Владислава , за такое быстрое решение возникшей ситуации по начислениям нашему предприятию штрафных санкций из за недопонимания ситуации . Влад пообещал предпринять действия , и довл ситуацию до конца ! Благодаря ему , мы сэкономили порядка 50т . р ! Успехов в работе , Владислав !!! ООО Триумф .",решение,[8],быстрое,POS,"('решение', 'быстрое', 'POS')","('решение', 'быстрое')",1643617441.728099,1,0
2022-01-31T02:46:45.854447Z,В принципе карты работают . Контакт центр старается . Но чего - то не совсем то . Не намерены ли закрыть некоторые карты или поменять на новые виды карточек ? Извиняюсь .,контакт центр,"[5, 6]",старается,POS,"('контакт центр', 'старается', 'POS')","('контакт центр', 'старается')",1643597205.854447,1,0
2022-01-30T18:46:39.974123Z,"29.01 мне доставили дебетовую карту и кредитную карту . Хотелось бы отметить высокий профессионализм представителя банка Расима , который досконально объяснил все нюансы по карте , рассказал о всех преимуществах и выгодах . Приятно иметь дело с профессионалами своего дела . 10 из 10 ) .",представитель,[14],профессионализм,POS,"('представитель', 'профессионализм', 'POS')","('представитель', 'профессионализм')",1643568399.974123,1,0
2022-01-30T18:46:39.974123Z,"29.01 мне доставили дебетовую карту и кредитную карту . Хотелось бы отметить высокий профессионализм представителя банка Расима , который досконально объяснил все нюансы по карте , рассказал о всех преимуществах и выгодах . Приятно иметь дело с профессионалами своего дела . 10 из 10 ) .",профессионализм,[13],высокий,POS,"('профессионализм', 'высокий', 'POS')","('профессионализм', 'высокий')",1643568399.974123,1,0
2022-01-30T18:44:56.518524Z,"Здравствуйте . Вчера обратилась за помощью досрочного погашения кредита . Оператор Роман ( 6908500 ) быстро помог решить вопрос , да и ещ вернул оплату за пакет Премиум за два месяца , за что ему огромное спасибо . Очень грамотный , вежливый и внимательный сотрудник !",сотрудник,[44],внимательный,POS,"('сотрудник', 'внимательный', 'POS')","('сотрудник', 'внимательный')",1643568296.518524,1,0
2022-01-30T18:44:56.518524Z,"Здравствуйте . Вчера обратилась за помощью досрочного погашения кредита . Оператор Роман ( 6908500 ) быстро помог решить вопрос , да и ещ вернул оплату за пакет Премиум за два месяца , за что ему огромное спасибо . Очень грамотный , вежливый и внимательный сотрудник !",сотрудник,[44],вежливый,POS,"('сотрудник', 'вежливый', 'POS')","('сотрудник', 'вежливый')",1643568296.518524,1,0
2022-01-30T18:44:56.518524Z,"Здравствуйте . Вчера обратилась за помощью досрочного погашения кредита . Оператор Роман ( 6908500 ) быстро помог решить вопрос , да и ещ вернул оплату за пакет Премиум за два месяца , за что ему огромное спасибо . Очень грамотный , вежливый и внимательный сотрудник !",сотрудник,[44],грамотный,POS,"('сотрудник', 'грамотный', 'POS')","('сотрудник', 'грамотный')",1643568296.518524,1,0
2022-01-30T18:11:22.631458Z,"Пользуюсь очень давно услугами данного банка , на мой взгляд самый простой и беспроблемный банк для бизнеса . Перешл полностью к Вам !!! Симкарты сотрудникам , личная связь , вся семья теперь тоже на Тинькофф . Так же дебетовые карты и скоро буду оформлять лизинг через вас .",банк,[14],беспроблемный,POS,"('банк', 'беспроблемный', 'POS')","('банк', 'беспроблемный')",1643566282.631458,1,2
2022-01-30T18:11:22.631458Z,"Пользуюсь очень давно услугами данного банка , на мой взгляд самый простой и беспроблемный банк для бизнеса . Перешл полностью к Вам !!! Симкарты сотрудникам , личная связь , вся семья теперь тоже на Тинькофф . Так же дебетовые карты и скоро буду оформлять лизинг через вас .",банк,[14],самый простой,POS,"('банк', 'самый простой', 'POS')","('банк', 'самый простой')",1643566282.631458,1,2
2022-01-30T18:11:22.631458Z,"Пользуюсь очень давно услугами данного банка , на мой взгляд самый простой и беспроблемный банк для бизнеса . Перешл полностью к Вам !!! Симкарты сотрудникам , личная связь , вся семья теперь тоже на Тинькофф . Так же дебетовые карты и скоро буду оформлять лизинг через вас .",банк,[14],простой,POS,"('банк', 'простой', 'POS')","('банк', 'простой')",1643566282.631458,1,2
2022-01-30T12:03:59.423442Z,"Каждое обращение не остатся без внимания , сотрудники всегда вежливы и разъясняют каждый момент , как правильно поступить . Лучший банк для клиентов , также отдельная благодарность для Алексея , что всегда входит в положение клиента и находит решение каждой ситуации . Спасибо !",сотрудник,[7],вежливы,POS,"('сотрудник', 'вежливы', 'POS')","('сотрудник', 'вежливы')",1643544239.423442,1,0
2022-01-30T12:03:59.423442Z,"Каждое обращение не остатся без внимания , сотрудники всегда вежливы и разъясняют каждый момент , как правильно поступить . Лучший банк для клиентов , также отдельная благодарность для Алексея , что всегда входит в положение клиента и находит решение каждой ситуации . Спасибо !",банк,[20],лучший,POS,"('банк', 'лучший', 'POS')","('банк', 'лучший')",1643544239.423442,1,0
2022-01-30T00:36:17.066178Z,"Этот банк имеет замечательных операторов и очень удобное мобильное приложение . Несмотря на отсутствие офисов , получить продукт можно у собственного дома абсолютно бесплатно . Высокие проценты на остаток и кэшбек с любых покупок позволяют выгодно хранить деньги на счету . Беспроцентный период по кредитной карте также позволяет экономить . Практически любой вопрос решается онлайн . Линия помощи готова помочь вам 247 с любым вопросом . Компанря очень клиентоориентированная . Неважно сколько лет клиенту . Даже дети с удовольствием пользуются услугами банка . Программ лояльности больше чем знаков зодиака . Есть как ранее озвученные детские карты , есть для геймеров с превьюшкой Мармока , есть для автомобилистов , есть для зелных . Не могу не отметить также то , что счтом удобно пользоваться при переводе на карты других банков . По номеру карты у вас есть возможность переводить без комиссии от 20 000 рублей каждый расчтный период ( каждый месяц ) . Это также распространяется на переводы с карт банков в мобильном приложении Тинькофф . За это отдельный респект . Если банк - то мой выбор Тинькофф . Ещ очень долго никто не сможет превзойти удобством этот банк . 910 ( проценты по кредитам вс - же кусаются ) .",оператор,[4],замечательных,POS,"('оператор', 'замечательных', 'POS')","('оператор', 'замечательных')",1643502977.066178,1,0
2022-01-30T00:36:17.066178Z,"Этот банк имеет замечательных операторов и очень удобное мобильное приложение . Несмотря на отсутствие офисов , получить продукт можно у собственного дома абсолютно бесплатно . Высокие проценты на остаток и кэшбек с любых покупок позволяют выгодно хранить деньги на счету . Беспроцентный период по кредитной карте также позволяет экономить . Практически любой вопрос решается онлайн . Линия помощи готова помочь вам 247 с любым вопросом . Компанря очень клиентоориентированная . Неважно сколько лет клиенту . Даже дети с удовольствием пользуются услугами банка . Программ лояльности больше чем знаков зодиака . Есть как ранее озвученные детские карты , есть для геймеров с превьюшкой Мармока , есть для автомобилистов , есть для зелных . Не могу не отметить также то , что счтом удобно пользоваться при переводе на карты других банков . По номеру карты у вас есть возможность переводить без комиссии от 20 000 рублей каждый расчтный период ( каждый месяц ) . Это также распространяется на переводы с карт банков в мобильном приложении Тинькофф . За это отдельный респект . Если банк - то мой выбор Тинькофф . Ещ очень долго никто не сможет превзойти удобством этот банк . 910 ( проценты по кредитам вс - же кусаются ) .",приложение,[9],удобное,POS,"('приложение', 'удобное', 'POS')","('приложение', 'удобное')",1643502977.066178,1,4
2022-01-30T00:36:17.066178Z,"Этот банк имеет замечательных операторов и очень удобное мобильное приложение . Несмотря на отсутствие офисов , получить продукт можно у собственного дома абсолютно бесплатно . Высокие проценты на остаток и кэшбек с любых покупок позволяют выгодно хранить деньги на счету . Беспроцентный период по кредитной карте также позволяет экономить . Практически любой вопрос решается онлайн . Линия помощи готова помочь вам 247 с любым вопросом . Компанря очень клиентоориентированная . Неважно сколько лет клиенту . Даже дети с удовольствием пользуются услугами банка . Программ лояльности больше чем знаков зодиака . Есть как ранее озвученные детские карты , есть для геймеров с превьюшкой Мармока , есть для автомобилистов , есть для зелных . Не могу не отметить также то , что счтом удобно пользоваться при переводе на карты других банков . По номеру карты у вас есть возможность переводить без комиссии от 20 000 рублей каждый расчтный период ( каждый месяц ) . Это также распространяется на переводы с карт банков в мобильном приложении Тинькофф . За это отдельный респект . Если банк - то мой выбор Тинькофф . Ещ очень долго никто не сможет превзойти удобством этот банк . 910 ( проценты по кредитам вс - же кусаются ) .",процент,[26],высокие,POS,"('процент', 'высокие', 'POS')","('процент', 'высокие')",1643502977.066178,1,1
2022-01-29T21:39:45.515547Z,"Пользуюсь банком уже порядка 8 лет и за вс время не было ни одного косяка со стороны Тинькофф . Хороший кешбек , бесплатные снятия в других банкоматах , отсутствие топорности в системе . Тех поддержка отвечает очень быстро и разврнуто , не нужно спрашивать второй раз и что - то уточнять - сотрудник ответит очень понятно и исчерпывающе ( отдельная благодарность Константину ( номер 6912155 Константин ) за оперативность и неформальное общение ) . Все вопросы и обращения были решены мгновенно , какие - то проблемы банк решает В ПОЛЬЗУ КЛИЕНТА !!! Это очень ценно , такого нет в других банках РФ . Бесплатные проходы в бизнес - залы , персональный менеджер , бонусы в разных сервисах , Страховка , проценты на остаток по счету , Инвесткопилка . Пользуюсь дебетовой картой ( премиум карта ) , кредиткой , сим - картой , открыт кредит в банке , покупаю ценные бумаги в приложении Тинькофф Инвестиции все работает безукоризненно . Даже купил акций банка , поскольку верю в большой рост и развитие : ) Если советовать какой - то банк только Тинькофф !",кешбек,[20],хороший,POS,"('кешбек', 'хороший', 'POS')","('кешбек', 'хороший')",1643492385.515547,1,1
2022-01-29T21:39:45.515547Z,"Пользуюсь банком уже порядка 8 лет и за вс время не было ни одного косяка со стороны Тинькофф . Хороший кешбек , бесплатные снятия в других банкоматах , отсутствие топорности в системе . Тех поддержка отвечает очень быстро и разврнуто , не нужно спрашивать второй раз и что - то уточнять - сотрудник ответит очень понятно и исчерпывающе ( отдельная благодарность Константину ( номер 6912155 Константин ) за оперативность и неформальное общение ) . Все вопросы и обращения были решены мгновенно , какие - то проблемы банк решает В ПОЛЬЗУ КЛИЕНТА !!! Это очень ценно , такого нет в других банках РФ . Бесплатные проходы в бизнес - залы , персональный менеджер , бонусы в разных сервисах , Страховка , проценты на остаток по счету , Инвесткопилка . Пользуюсь дебетовой картой ( премиум карта ) , кредиткой , сим - картой , открыт кредит в банке , покупаю ценные бумаги в приложении Тинькофф Инвестиции все работает безукоризненно . Даже купил акций банка , поскольку верю в большой рост и развитие : ) Если советовать какой - то банк только Тинькофф !",снятие,[23],бесплатные,POS,"('снятие', 'бесплатные', 'POS')","('снятие', 'бесплатные')",1643492385.515547,1,1
2022-01-29T21:39:45.515547Z,"Пользуюсь банком уже порядка 8 лет и за вс время не было ни одного косяка со стороны Тинькофф . Хороший кешбек , бесплатные снятия в других банкоматах , отсутствие топорности в системе . Тех поддержка отвечает очень быстро и разврнуто , не нужно спрашивать второй раз и что - то уточнять - сотрудник ответит очень понятно и исчерпывающе ( отдельная благодарность Константину ( номер 6912155 Константин ) за оперативность и неформальное общение ) . Все вопросы и обращения были решены мгновенно , какие - то проблемы банк решает В ПОЛЬЗУ КЛИЕНТА !!! Это очень ценно , такого нет в других банках РФ . Бесплатные проходы в бизнес - залы , персональный менеджер , бонусы в разных сервисах , Страховка , проценты на остаток по счету , Инвесткопилка . Пользуюсь дебетовой картой ( премиум карта ) , кредиткой , сим - картой , открыт кредит в банке , покупаю ценные бумаги в приложении Тинькофф Инвестиции все работает безукоризненно . Даже купил акций банка , поскольку верю в большой рост и развитие : ) Если советовать какой - то банк только Тинькофф !",проход,[104],бесплатные,POS,"('проход', 'бесплатные', 'POS')","('проход', 'бесплатные')",1643492385.515547,1,5
2022-01-29T19:29:10.31685Z,Вопрос по обслуживанию карты - была необходимость получить оперативную информацию . В чате решили оперативно за 5 минут .,информация,[9],оперативную,POS,"('информация', 'оперативную', 'POS')","('информация', 'оперативную')",1643484550.31685,1,0
2022-01-29T17:20:27.885724Z,"Скорость открытия счета для ИП . Хорошее отношение к клиентам , приезд менеджера банка к клиенту . Кураторство клиента банка от а до я , сбор информации . Предложения банка по продуктам , помощь в видении бизнеса .",отношение,[7],хорошее,POS,"('отношение', 'хорошее', 'POS')","('отношение', 'хорошее')",1643476827.885724,1,0
2022-01-29T15:45:50.607311Z,"Самая лучшая команда - центра среди аналогичных команд других банков : высокий профессионализм , безупречное знание своих продуктов , не оставление без решения самых сложных вопросов , при этом , высочайшее терпение и желание помочь . Не было ни одного случая , чтобы вопрос не был решн . И каждый раз получаешь полное удовлетворение от общения с сотрудником поддержки и оперативности решения возникшего вопроса .",профессионализм,[12],высокий,POS,"('профессионализм', 'высокий', 'POS')","('профессионализм', 'высокий')",1643471150.607311,1,0
2022-01-29T15:45:50.607311Z,"Самая лучшая команда - центра среди аналогичных команд других банков : высокий профессионализм , безупречное знание своих продуктов , не оставление без решения самых сложных вопросов , при этом , высочайшее терпение и желание помочь . Не было ни одного случая , чтобы вопрос не был решн . И каждый раз получаешь полное удовлетворение от общения с сотрудником поддержки и оперативности решения возникшего вопроса .",терпение,[31],высочайшее,POS,"('терпение', 'высочайшее', 'POS')","('терпение', 'высочайшее')",1643471150.607311,1,0
2022-01-29T15:45:50.607311Z,"Самая лучшая команда - центра среди аналогичных команд других банков : высокий профессионализм , безупречное знание своих продуктов , не оставление без решения самых сложных вопросов , при этом , высочайшее терпение и желание помочь . Не было ни одного случая , чтобы вопрос не был решн . И каждый раз получаешь полное удовлетворение от общения с сотрудником поддержки и оперативности решения возникшего вопроса .",знание,[15],безупречное,POS,"('знание', 'безупречное', 'POS')","('знание', 'безупречное')",1643471150.607311,1,0
2022-01-29T15:45:50.607311Z,"Самая лучшая команда - центра среди аналогичных команд других банков : высокий профессионализм , безупречное знание своих продуктов , не оставление без решения самых сложных вопросов , при этом , высочайшее терпение и желание помочь . Не было ни одного случая , чтобы вопрос не был решн . И каждый раз получаешь полное удовлетворение от общения с сотрудником поддержки и оперативности решения возникшего вопроса .",удовлетворение,[53],полное,POS,"('удовлетворение', 'полное', 'POS')","('удовлетворение', 'полное')",1643471150.607311,1,0
2022-01-29T15:01:58.595849Z,"Всегда решнные вопросы , дистанционное обслуживание , много бонусов и баллов , хороший кэшбэк . Обслуживание карты бесплатное плюс карта для ребнка .",обслуживание,[15],бесплатное,POS,"('обслуживание', 'бесплатное', 'POS')","('обслуживание', 'бесплатное')",1643468518.595849,1,0
2022-01-29T15:01:58.595849Z,"Всегда решнные вопросы , дистанционное обслуживание , много бонусов и баллов , хороший кэшбэк . Обслуживание карты бесплатное плюс карта для ребнка .",кэшбэк,[13],хороший,POS,"('кэшбэк', 'хороший', 'POS')","('кэшбэк', 'хороший')",1643468518.595849,1,1
2022-01-29T13:52:56.960268Z,"Хорошая карта и хороший банк , буду его рекомендовать другим , хотелось бы увеличить ставку , но пока не поднимают .",банк,[4],хороший,POS,"('банк', 'хороший', 'POS')","('банк', 'хороший')",1643464376.960268,1,2
2022-01-29T13:52:56.960268Z,"Хорошая карта и хороший банк , буду его рекомендовать другим , хотелось бы увеличить ставку , но пока не поднимают .",карта,[1],хорошая,POS,"('карта', 'хорошая', 'POS')","('карта', 'хорошая')",1643464376.960268,1,2
2022-01-29T12:38:36.471223Z,"Отличный банк ! Из всех что пользовался лишь о Тинькофф могу оставить положительный отзыв . Сотрудники банка быстро отвечают и помогают с проблемами . Само приложение работает отлично и приятный интерфейс . Единственное что банкоматы не всегда берут купюры , как бы ты их не вставлял . Рекомендую всем банк Тинькофф !",банк,[1],отличный,POS,"('банк', 'отличный', 'POS')","('банк', 'отличный')",1643459916.471223,1,2
2022-01-29T12:38:36.471223Z,"Отличный банк ! Из всех что пользовался лишь о Тинькофф могу оставить положительный отзыв . Сотрудники банка быстро отвечают и помогают с проблемами . Само приложение работает отлично и приятный интерфейс . Единственное что банкоматы не всегда берут купюры , как бы ты их не вставлял . Рекомендую всем банк Тинькофф !",интерфейс,[30],приятный,POS,"('интерфейс', 'приятный', 'POS')","('интерфейс', 'приятный')",1643459916.471223,1,4
2022-01-29T12:38:36.471223Z,"Отличный банк ! Из всех что пользовался лишь о Тинькофф могу оставить положительный отзыв . Сотрудники банка быстро отвечают и помогают с проблемами . Само приложение работает отлично и приятный интерфейс . Единственное что банкоматы не всегда берут купюры , как бы ты их не вставлял . Рекомендую всем банк Тинькофф !",отзыв,[13],положительный,POS,"('отзыв', 'положительный', 'POS')","('отзыв', 'положительный')",1643459916.471223,1,2
2022-01-29T12:38:36.471223Z,"Отличный банк ! Из всех что пользовался лишь о Тинькофф могу оставить положительный отзыв . Сотрудники банка быстро отвечают и помогают с проблемами . Само приложение работает отлично и приятный интерфейс . Единственное что банкоматы не всегда берут купюры , как бы ты их не вставлял . Рекомендую всем банк Тинькофф !",банк,[49],рекомендую,POS,"('банк', 'рекомендую', 'POS')","('банк', 'рекомендую')",1643459916.471223,1,2
2022-01-29T12:14:41.380543Z,"Добрый день ! Я заказал дебетовую карту чтобы перейти на не с другого банка . Планирую активно ей пользоваться . Все мои друзья уже давно пользуются банком Тинькофф . Рассказали о преимуществах и удобстве . Очень вежливая девушка приехала вручать мне карту , вовремя , ответила на все интересующие вопросы . Вс очень понравилось , большое спасибо .",девушка,[37],вежливая,POS,"('девушка', 'вежливая', 'POS')","('девушка', 'вежливая')",1643458481.380543,1,0
2022-01-29T12:14:41.380543Z,"Добрый день ! Я заказал дебетовую карту чтобы перейти на не с другого банка . Планирую активно ей пользоваться . Все мои друзья уже давно пользуются банком Тинькофф . Рассказали о преимуществах и удобстве . Очень вежливая девушка приехала вручать мне карту , вовремя , ответила на все интересующие вопросы . Вс очень понравилось , большое спасибо .",девушка,[37],очень вежливая,POS,"('девушка', 'очень вежливая', 'POS')","('девушка', 'очень вежливая')",1643458481.380543,1,0
2022-01-29T11:59:00.13245Z,"Списали по ошибки , вернули деньгами на . 500 Рублей больше чем списали . Это очень приятный бонус . Спасибо большое , если меня кто поймт .",бонус,[17],очень приятный,POS,"('бонус', 'очень приятный', 'POS')","('бонус', 'очень приятный')",1643457540.13245,1,1
2022-01-29T11:59:00.13245Z,"Списали по ошибки , вернули деньгами на . 500 Рублей больше чем списали . Это очень приятный бонус . Спасибо большое , если меня кто поймт .",бонус,[17],приятный,POS,"('бонус', 'приятный', 'POS')","('бонус', 'приятный')",1643457540.13245,1,1
2022-01-29T11:49:07.985792Z,"Хороший и наджный банк , хорошо работает служба безопасности , пр ятно общаюсь с сотрудниками банка , оператор с полу слова понимает суть проблемы .",банк,[3],хороший,POS,"('банк', 'хороший', 'POS')","('банк', 'хороший')",1643456947.985792,1,0
2022-01-29T11:49:07.985792Z,"Хороший и наджный банк , хорошо работает служба безопасности , пр ятно общаюсь с сотрудниками банка , оператор с полу слова понимает суть проблемы .",банк,[3],наджный,POS,"('банк', 'наджный', 'POS')","('банк', 'наджный')",1643456947.985792,1,0
2022-01-29T11:46:46.036748Z,"Банк реально хорош , являюсь коиентом 2 года и 8 месяцев , всегда рад быстрым ответам поддержки даже ночью ! Написал ночью о том что карта сломалась из за механического повреждения , сотрудник ответил ночью в течении двух минут .",банк,[0],хорош,POS,"('банк', 'хорош', 'POS')","('банк', 'хорош')",1643456806.036748,1,0
2022-01-29T11:46:46.036748Z,"Банк реально хорош , являюсь коиентом 2 года и 8 месяцев , всегда рад быстрым ответам поддержки даже ночью ! Написал ночью о том что карта сломалась из за механического повреждения , сотрудник ответил ночью в течении двух минут .",ответ,[15],быстрым,POS,"('ответ', 'быстрым', 'POS')","('ответ', 'быстрым')",1643456806.036748,1,0
2022-01-29T11:02:02.407093Z,"Обратился с просьбой уточнить работает ли валютный контроль в выходные , менеджер Екатерина В . не только прояснила порядок работы но и проконтролировала прохождение платежа оперативно и качественно . Выражаю огромную благодарность за заботу отклиентах .",благодарность,[31],огромную,POS,"('благодарность', 'огромную', 'POS')","('благодарность', 'огромную')",1643454122.407093,1,0
2022-01-29T10:20:48.008081Z,"Очень хороший сервис дистанционного обслуживания . Являюсь клиентомтретий год , очень . довольна качеством Тиньков банка . Оперативные , компетентные операторы ( терпеливо ответят даже на незначительные вопросы ) , отличное мобильное приложение ( лучшее в России ) . Робот Олег - вообще огонь , секретарь беседует со спамом , мд . клиниками и и . д . Рекомендую , такая карта должна быть у каждого россиянина - - дебетовая Тиньков Блэк . Лояльностьк своим клиентам , проходит много разных акций по разным продуктам банка . Тинькофф - банк будущего 100 !",сервис,[2],очень хороший,POS,"('сервис', 'очень хороший', 'POS')","('сервис', 'очень хороший')",1643451648.008081,1,0
