text,pred,label,pred_text,label_text
"Исправно платил кредит много лет . Когда осталось 2 месяца решил закрыть досрочно и начались проблемы . Сначала месяц переносили срок рассмотрения . Потом криво списали платёж и сразу начислили просрочку , хотя дата списания еще не подошла . Постоянно переносят срок рассмотрения заявки . Ужасный банк ! Если не хотите проблем , то лучше обращайтесь в другой банк . Отношение посредственное , ни кто не решает проблему , общаются скрипами , всем плевать .","[([46], [45], 'NEG'), ([60], [61], 'NEG')]",[],"[('банк', 'Ужасный', 'NEG'), ('Отношение', 'посредственное', 'NEG')]",[]
"Самое глупое решение совершенное мной когда то это завести карту озон ! Решила я оплатить с карты вне озона на 10000 , мне нужен чек , которого не показывает история . Написала в поддержку первый раз , что историю не показывает , а они побрили посмотрите в истории , а если будут вопросы пишите . Тут же сразу отвечаю им , а они молчат . Я им снова пишу на след день , они мне снова посмотрите в истории . Звоню , девушка говорит , что составила обращение , ждите ответа . 7 дней ответа нет . Так же у озон проходит акция , за покупки вне озон 5 кеш бэк . Пишу в поддержку мы разбираемся с вопросом , но точного ответа сколько Это будет длиться сказать не можем . Выбесили ! Это самый отвратительный банк . Не советую ! сто Раз подумайте прежде чем что - то там заводить !","[([136], [135], 'NEG')]",[],"[('банк', 'отвратительный', 'NEG')]",[]
"В ресторане Джон Джоли оплачивала картой Тинькофф . Знала , что акция в это время - кешбек 5 от суммы оплаты . Было это в январе 22 г . ( 06.01.22 . , если не ошиблась ) ) . Позже увидела , когда кэшбек начислился , но всего 1.. написала 11.01.22г . в чат с вопросом почему так ? Оператор , очень вежливый , сказал , что разберутся ( если ошибка ... ) и мне сообщат . Чуть позже я увидела доначисления . Все исправили и извинились . Итог - как было по Акции - 5 . Спасибо за честность , чёткость и вежливость . Ошибку исправили Ошибаются все , но не все могут признать ... Спасибо , дорогой уважаемый Банк Тинькофф ! Очень вам доверяю ! С уважением , Ирина С . Рекомендую этот Банк .","[([120], [116], 'POS'), ([120], [119], 'POS'), ([135], [133], 'POS'), ([59], [62], 'POS')]",[],"[('Банк', 'Спасибо', 'POS'), ('Банк', 'уважаемый', 'POS'), ('Банк', 'Рекомендую', 'POS'), ('Оператор', 'вежливый', 'POS')]",[]
"Я клиент Модульбанка с августа 2022 года . Они мне помогли открыть ИП , приехали на встречу , привезли документы для открытия счета , все оформили и вот счет сразу заработал . Приехал сотрудник по адресу , который мне был удобен - это было в Москве район Митино . Карту , кстати , заказать можно было в приложении и доставил ее уже курьер , но спустя неделю . Хочу сказать так во - первых очень быстрая поддержка в чате через приложение было несколько обращений вопросов по операциям , срокам перевода - ответы в течении 10 минут , подробно и вежливо . Во - вторых прекрасный тариф , в котором операции всего 19 руб . стоят , в других банках условия хуже . В - третьих очень быстро исполняют переводы , удобный график работы , платежи внутри банка проходят моментально . Можно переводы делать на карту без комиссии ( у меня можно 50тр так переводить ) . Удобное приложение мобильное , есть бухгалтерия . Для молодых предпринимателей - это отличная возможность скинуть рутину без лишних затрат . Я сейчас разбираюсь в тонкостях работы с маркетплейсами , в банке и для этого все сделано что бы помочь своим клиентам . Мне на данный момент очень нравится Модульбанк , надеюсь будем и дальше сотрудничать долгие годы .","[([76], [75], 'POS'), ([76], [74, 75], 'POS'), ([105], [104], 'POS'), ([157], [156], 'POS'), ([131], [130], 'POS'), ([169], [168], 'POS')]",[],"[('поддержка', 'быстрая', 'POS'), ('поддержка', 'очень быстрая', 'POS'), ('тариф', 'прекрасный', 'POS'), ('приложение', 'Удобное', 'POS'), ('график', 'удобный', 'POS'), ('возможность', 'отличная', 'POS')]",[]
"Добрый день . Понимаю . что основные отзывы негативные , ибо если все хорошо , то никто не будет утруждать себя . Аналогично и со мной . Благополучно являлся ( а возможно еще и являюсь ) клиентом ВТБ более 10 лет , был и зарплатным и по привелегии . В общем был преданным и очень активным клиентом , что даже почти перестал пользоваться наличными средствами и везде использовал карту или перевод со счета . Но все сильно изменилось 5.12.2022 . Вечером не прошел платеж в магазине , приложение и веб банк перестал меня пускать с ремендацией обратиться в поддержку . Поддержка после долгого общения сообщила , что видит блокировки , но причин не знает и сделать нечего не может . и надо явиться в отделение . 6.12.2022 я пошел в отделение , Москва , просп . Мира , 180 . Вежливые сотрудники сообщили , что видят блокировку от отдела финансового мониторинга , без указания причины . Сами они разблокировать не могу и надо делать запрос . При этом никакой системы по учету таких обращений нет , и общение ведется через электронную почту . Обещали перезвонить по получению ответа . 7.12.2022 Мне так и не перезвонили . Открыл тикет - 10072123.8 . 12.2022 Опять иду в банк . Т . к близится день ЗП - срочно открыл тинькоф и оправил ЗП туда . Сотрудник отделения Москва , просп . Мира , 180 привлек даже управляющую . Финмониторинг отписался , что надо предоставить кучу документов в том числе объяснение ВСЕХ платежей за год с предоставление документов . На мои вопросы . как мне быть ведь я физ лицо и не веду всех документов , и не могу расписать все свои переводы за год . Ибо я активно пользуюсь картой в том числе для переводов с карты на карту для оплат товаров и услуг , пополнения ЛК и т . д Сотрудник сказал , что особо и нет смысла пытаться , ибо почти всегда это заканчивается переводом в другой банк . На вопросы про то как оплачивать кредиты и ипотеку , был сформирован вопрос в отдел финмониторинга . 9.12.2022 - день списание ежемесячной оплаты по кредиту . Оплата не списывается . Посещение банка ничего не дают , ответ от финмониторинга не получен . Звонок в поддержку бесполезен , и примечателен советом оператора посетить отделение где мне делали в 1 раз карту . Что выглядело как издевка ... . Потребовал открыть обращение по отсутствию списания денег в счет погашения - - 10087412 9.12.2022 10.12.2022 11.12.2022 - получал смс с требованием оплатить ежемесячный платеж . Звонки в поддержку ничего не дали кроме потерянного времени . 12.12.2022 - получил звонок с кредитного отдела , с требованием оплатить платеж . На мое предложение списать средства со счета , т . к они там лежат - получил наглые ответы . И попытка убедить меня в отказе от платежа с дальнейшим занесением меня в списки не плательщиков . В отделение сказали что ничем не могу помочь и рекомендовали звонить в поддержку . Поддержка отправляла в отделении . Управляющий рекомендовал уйти в другой банк , но толку если я не могу гасить свои кредиты . Попал просто в замкнутый круг . в отделении Москва , просп . Мира , 97 попался грамотный сотрудник . который сообщил что может составить служебку на разблокировку счетов на несколько часов для списание средств в погашение . Но в целом тоже рекомендовал искать другой банк . Однако вечером счета на сутки разблокировались и списание прошло . 14.12 пришел снова в отделение просп . Мира , 97 . Мне снова составили тех записку и списание по другому кредиту прошло . 19.12 - платеж по ипотеке . В отделении просп . Мира , 97 опять попросил разблокировать на день , но до сих пор 17 - 15 разблокировка не произошла и снова мне придется носиться по отделениям ... . Обращения так и не рассморены . Какой - то позор , а не систематическая работа .","[([141], [140], 'POS'), ([532], [531], 'POS'), ([460], [459], 'NEG'), ([428], [427], 'NEG')]",[],"[('сотрудники', 'Вежливые', 'POS'), ('сотрудник', 'грамотный', 'POS'), ('ответы', 'наглые', 'NEG'), ('времени', 'потерянного', 'NEG')]",[]
"Добрый день ! Обратился в банк за кредитом , но к сожалению по кредиту одобрили сумму меньше . Но сотрудник банка Алена в МТС БАНКЕ по Ульяновых 31 предложила мне карту Мтс кэшбек , по данной карте мне одобрили нужную сумму ещё и оказалась я могу оплатить свою покупку с льготный периудом 111 дней Спасибо сотруднику Алене .","[([55], [54], 'POS'), ([40], [39], 'POS')]",[],"[('сотруднику', 'Спасибо', 'POS'), ('сумму', 'нужную', 'POS')]",[]
"Здравствуйте ! Наша организация КПК КРЕДО уже 6 лет обслуживается в Россельхозбанке в г . Великий Новгород ( открыты расчётный и депозитные счета ) . Хочется отметить работу нашего банковского менеджера - С - вой Ольге , она внимательный , ответственный и компетентный сотрудник . Быстро решает все возникающие вопросы . Благодарим за взаимовыгодное сотрудничество .","[([43], [38], 'POS'), ([43], [42], 'POS'), ([43], [40], 'POS'), ([54], [53], 'POS')]",[],"[('сотрудник', 'внимательный', 'POS'), ('сотрудник', 'компетентный', 'POS'), ('сотрудник', 'ответственный', 'POS'), ('сотрудничество', 'взаимовыгодное', 'POS')]",[]
"Хочу выразить благодарность сотрудникам отделения Бабушкинское Московского Кредитного Банка К - вой В . С . и К - ому Е . С . ! Обратилась с заявкой через приложение МКБ на получение потребительского кредита на покупку мебели . Запрос был на 800000 рублей . После заполнения анкеты , буквально через пару минут одобрили на 100000 больше . Через чат в приложении банка , где мне отвечали разные специалисты , мне не удалось выяснить ровном счётом ничего ни какой размер ежемесячного платежа , ни какие именно проценты , ни стоимость страховки ! На следующий день я решила обратиться в ближайшее отделение у м . Бабушкинская . Честно сказать , шла в раздраженном состоянии ( после общения в чате ) . Ожидание было недолгим . Мне повезло оказаться у К - вой В . С . , директора отделения Бабушкинское . Каково было мое удивление , когда все мои вопросы были решены , что называется , по щелчку пальцев ! Мне рассказали про ставки , про варианты страхования , при этом ничего не навязывали , что очень ценно . По итогу я получила отличные условия , которые превзошли все мои ожидания ( есть с чем сравнить ) ! В . С . лично сделала калькуляцию , отправила нужные запросы , получила для меня одобрение по снижению ставки , затем оформлением договора занялся К - тый Е . С . Хочу отметить , что он был корректен , вежлив и отлично выполнил свою работу . Отдельная благодарность за кофе во время ожидания ) Желаю всем сотрудникам отделения успехов и процветания ! У вас отличная команда и самый лучший директор ! Пожалуй , это первый раз , когда мне по - настоящему понравилось общение с банком !","[([183], [182], 'POS'), ([3], [2], 'POS'), ([266], [265], 'POS'), ([266], [264, 265], 'POS'), ([262], [261], 'POS')]",[],"[('условия', 'отличные', 'POS'), ('сотрудникам', 'благодарность', 'POS'), ('директор', 'лучший', 'POS'), ('директор', 'самый лучший', 'POS'), ('команда', 'отличная', 'POS')]",[]
"Покупала в рассрочку холодильник , старый сломался , а нужной суммы на новый не было . Плюсы быстрое оформление , прозрачные условия , нет скрытых комиссий . Минусы мало банкоматов , приложение иногда не корректно работает . Хочу так же отметить работу горячей линии , отлично работают и помогают решать проблемы . Был случай , когда банк мой платеж не видел , и уже началась просрочка , я позвонила , объяснила ситуацию , рассказала , где платила , номер чека продиктовала , специалист пообещал разобраться и буквально через 30 минут в приложении появилась информация о моем платеже . Сразу же представитель банка перезвонил , извинился и сказал , что произошел технический сбой , и информация о просрочке будет исключена из моей кредитной истории .","[([21], [20], 'POS'), ([18], [17], 'POS'), ([111], [110], 'NEG')]",[],"[('условия', 'прозрачные', 'POS'), ('оформление', 'быстрое', 'POS'), ('сбой', 'технический', 'NEG')]",[]
"Более 3 - х лет пользуюсь услугами банка . Список продуктов банка достаточно широкий и можно выбрать что - то важное для себя . Изначально только хранила в банке свои сбережения , а затем уже стала пользоваться картами банка . Условия карт у банка достаточно хорошие , высокий кэшбэк на самые востребованные категории ( продукты , кафе , одежда ... ) . Очень часто проходят разные акции с заманчивыми предложениями . В октябре участвовала в акции Осенний кэшбэк , по Условиям акции победители акции будут определены до 15.12.2022 г . , а выплата вознаграждения не позднее 31 декабря . Но уже 13 декабря моему другу вознаграждение по данной акции было начислено , а мне вознаграждение не поступило . У меня появились сомнения , все ли я правильно сделала по Условиям акции и 17 декабря через ЧАТ банка решила уточнить информацию о начислении мне вознаграждения , но получила стандартный ответ , что по Условиям акции срок выплаты до 31 декабря . Ждите . На просьбу проверить выполнила ли я Условия акции и есть ли я в списке победителей акции ответа не получила , т . к . сотрудники ЧАТа данной информацией не обладают . Оставалось только ждать до 31 декабря ... Но сегодня утром поступил звонок от Елены сотрудника МТС банка с проверкой качества обслуживания в ЧАТе . Елена внимательно выслушала меня , выяснила , что я хочу узнать . Сказала , что выяснит ситуацию по моему вопросу и перезвонит . Буквально через несколько минут она мне перезвонила и подтвердила , что мною Условия акции Осенний кэшбэк выполнены и вознаграждение по акции мне будет начислено в установленный срок . Кроме этого вопроса , я решила уточнить вопрос уже но новой акции Новогодний кэшбэк , которая только что началась . Елена подробно мне объяснила Условия акции , особое внимание обратив на оплаты услуг через ЛК какие услуги включаются , а какие не включаются в оборот для акции . Хочется сказать большое спасибо Елене за ее внимательность и быстрое решение моего вопроса . Благодаря Елене сегодняшний день начался с приподнятого настроения несмотря на капризы погоды . Осталось дождаться обещанного вознаграждения по акции ... Большое спасибо банку за наличие широкого ассортимента продуктов , за акции , за отношение к клиентам и быстрое решение возникающих вопросов . Рекомендую банк своим друзьям , знакомым .","[([40], [45], 'POS'), ([326], [325], 'POS'), ([352], [351], 'POS'), ([337], [336], 'POS'), ([373], [372], 'POS'), ([48], [47], 'POS'), ([368], [367], 'POS'), ([69], [68], 'POS')]",[],"[('Условия', 'хорошие', 'POS'), ('решение', 'быстрое', 'POS'), ('банку', 'спасибо', 'POS'), ('настроения', 'приподнятого', 'POS'), ('банк', 'Рекомендую', 'POS'), ('кэшбэк', 'высокий', 'POS'), ('решение', 'быстрое', 'POS'), ('предложениями', 'заманчивыми', 'POS')]",[]
"Заинтересовался кредитной картой по рекомендации коллеги по работе . Но так как ранее никогда не сталкивался с подобными вещами , обратился в пол 9 вечера в субботу 17 декабря в онлайн - чат на сайте для получения более подробной информации по продукту . Хочется отметить чуть замедлительную оперативность данного сервиса ( минусую балл оценки ) . Мне пришлось с ботом бодаться минуту две , прежде чем был оператор на связи . Я задавал вопросы о льготном периоде , стоимости обслуживания , кэшбеке , комиссиях за снятие и переводы . Сотрудник максимально подробно рассказал про все условия и исчерпывающе ответил на все заданные вопросы . Помимо прочего он подсказал , что оформить саму карту я могу даже в мобильном банке ( если ранее у меня был доступ , а если нет . то через гор линию или офис банка ) . Если доступ есть в моб банке , то там можно впустить и сразу начать пользоваться цифровой картой , а самой пластиковой картой - после доставки . Хочется сказать большое спасибо банку и сотруднику Игорю из чата развернутые ответы .","[([170], [168, 169], 'POS'), ([170], [169], 'POS'), ([177], [176], 'POS'), ([47], [46], 'POS')]",[],"[('банку', 'большое спасибо', 'POS'), ('банку', 'спасибо', 'POS'), ('ответы', 'развернутые', 'POS'), ('оперативность', 'замедлительную', 'POS')]",[]
"Добрый день ! Уже второй год пользуюсь услугами банка . Первично оформляла кредитную карту в фитнес клубе для покупки абонемента на 1 год с рассрочкой от банка . Понравились условия предоставления рассрочки ( дали на 10 месяцев ) . Закрыла кредит без переплат и процентов . Так же открыла в банке дебетовую карту , очень удобно перечислять с карт других банков через систему быстрых платежей . Нравится то , что при досрочном погашении кредита деньги зачисляются мгновенно и банк сразу делает перерасчёт графика платежей . При обращении через мобильное приложение в чат банка сотрудники оперативно и результативно отвечают на все мои вопросы , помогают разобраться в услугах банка . Приятно то , что в банке нет дополнительных комиссий и процентов . Я очень довольна и всем рекомендую !","[([29], [28], 'POS'), ([93], [94], 'POS')]",[],"[('условия', 'Понравились', 'POS'), ('сотрудники', 'оперативно', 'POS')]",[]
"Хочу поблагодарить сотрудника отделения Новые Химки А - ва Т . Пришла проконсультироваться по дебетовой карте и мне предложили застраховать ее . Сотрудник все подробно объяснил , не стал навязывать все услуги Банка а только то , что подходит именно мне . Сама услуга стоит всего 100р в месяц ( в других Банках гораздо дороже ) . Спасибо !","[([2], [1], 'POS')]",[],"[('сотрудника', 'поблагодарить', 'POS')]",[]
"не правильно поняла условия кредита и получилась просрочка кредита , далее сняли проценты , позвонила на горячую линию объяснила ситуацию , оператор написала обращение , в течение 2 двух дней , вернули списанЯн проценты и провели платёж без просрочки ... спасибо огромное !!! Теперь переду полностью на этот банк и всем советую !",[],[],[],[]
"Хочу выразить благодарность сотруднику банка русский стандарт Б - ой Елизавете . Мы с женой были в офисе банка получали карту . Было приятно общаться с высококвалифицированным сотрудником . Елизавета пригласила в отделение по предварительной записи . В отделении царит дружеская атмосфера , сотрудница ответила на все вопросы , была приветлива . Буду рекомендовать банк русский стандарт своим .","[([3], [2], 'POS'), ([27], [26], 'POS'), ([41], [40], 'POS')]",[],"[('сотруднику', 'благодарность', 'POS'), ('сотрудником', 'высококвалифицированным', 'POS'), ('атмосфера', 'дружеская', 'POS')]",[]
Купил технику по их предложению от партнёра с кэшбеком . Кэшбек так и не дождался . В чате только что то проверяли и писали разную лабуду 2 недели . Вопрос не решён . Не рекомендую данный банк для использования в повседневной жизни . Обман за обманом . Следите за своими средствами . Ранее тоже имел печальный опыт . Не чего не меняется . Буду прощаться с данным банком .,"[([36], [33, 34], 'NEG'), ([56], [55], 'NEG')]",[],"[('банк', 'Не рекомендую', 'NEG'), ('опыт', 'печальный', 'NEG')]",[]
Люблю пользоваться продуктами банка хоум кредит . Оформила карту 120 дней 03.09.2022 сделала рефинансированик на сумму 50 000 руб чтоб отказаться от кредитной карты стороннего банка . когда наступила дата платежа в личном кабинете не смогла найти сколько мне нужно заплатить минимальный платеж . Я обратилась в чат за помощью 26.11.2022 . В чате подключилась сотрудник Банка Алсу которая меня проинформировала как сформировался льготный период и какую сумму минимального платежа нужно внести . Спасибо за достоверную информацию и быструю обратную связь . Рекомендую банк хоум кредит .,"[([83], [82], 'POS'), ([76], [75], 'POS')]",[],"[('банк', 'Рекомендую', 'POS'), ('информацию', 'достоверную', 'POS')]",[]
"С банком Хоум - Кредит я примерно с 2018 года . В 2022 году стала интереснее программа лояльности в части выбора категорий для начисления повышенного кэшбэка . В сентябре получила индивидуальное предложение заработать 1000р в виде бонусов при использовании имеющейся кредитной карты . И я этим предложением воспользовалась ! Также хочу отметить , что это единственный банк , от которого мне позвонила сотрудница и поинтересовалась какой процент по накопительному счету для меня был бы привлекательным . И спустя некоторое время появилась возможность получить доп . доход по накопительному счету на повышенном проценте ( в то время как другие известные банки предлагали более низкий процент ) . В целом банк я рекомендую .","[([108], [110], 'POS')]",[],"[('банк', 'рекомендую', 'POS')]",[]
"Я являюсь зарплатным клиентом банка уже несколько лет . В 2018 - 2019 году программа лояльности Польза была одной из лучших постоянный кешбек на заправки , развлечение плюс хороший процент на остаток . Начиная с 2020 года программа Польза стала резко деградировать . В большинстве случаев категории кешбека не те , которые для меня актуальны . Например , категория цветы мне выпадала несколько месяцев подряд , когда я не покупал и не собирался покупать цветы . Я часто пользуюсь такси , но эта категория выпадала лишь пару раз за год , аналогично и с заправками . Накопить и списать 500 баллов для меня стало практически невозможным . Партнеры банка также не актуальны для меня . Была еще раньше карта Польза Тревел . Когда я ее оформил , мне не оформили страховку от компании Альянс , как было обещано . В 19 году я летал в другую страну и когда пришел в бизнес зал в аэропорту , мне сказали , что у меня нет бесплатного доступа . Когда я вернулся банк мне сказал , что они уже решили эту проблему и в качестве компенсации дали мне еще несколько доступов в бизнес зал . А потом случился коронавирус и я не смог никуда полететь и соответственно все бесплатные проходы , которые мне дал банк сгорели . В этом году я летал и у меня было только 2 доступа в бизнес зал , которые и обновляются каждый год . На данный момент я всем рекомендую Хоум кредит Банк как банк с высокими процентами на вкладах . Это единственное преимущество банка перед другими банками . Однако оформить вклад онлайн с первой попытки мне не удавалось уже на протяжении нескольких месяцев . Когда я нажимаю на открыть вклад и выбор суммы , которую хочу положить , то приложение пишет о технических работах . И такое длиться уже несколько месяцев . Лишь спустя попыток 10 в течении нескольких часов мне удалось открыть вклады , которые пополнить мне предлагают только наличкой . Поэтому у меня открыто несколько вкладов в один и тот же день . То , что я отписал выше можно было найти и в других отзывах , которые были написаны почти два года назад . Пользуюсь приложениями других банков , я смог оценит насколько приложение Хоум кредит нестабильно работает . Очень часто бывает , что при загрузке приложения , приложение пишет , что нет интернета .","[([249], [248], 'POS'), ([369], [372], 'NEG'), ([369], [372, 373], 'NEG'), ([29], [28], 'POS')]",[],"[('процентами', 'высокими', 'POS'), ('приложение', 'нестабильно', 'NEG'), ('приложение', 'нестабильно работает', 'NEG'), ('процент', 'хороший', 'POS')]",[]
Обратилась в людиновское отделение совкомбанк . Персонал встретил меня очень дружелюбно . Открыла вклад в банке очень грамотно и доступно объяснили . Выгодные условия для меня . Картой халва пользуюсь плачу ЖКХ и возвращаю баллы и кешбэк . Карта легка в обслуживание и удобна . Много лет пользуюсь картой и Всем советую этот банк .,"[([38], [43], 'POS'), ([38], [39], 'POS'), ([23], [22], 'POS'), ([53], [51], 'POS'), ([6], [10], 'POS')]",[],"[('Карта', 'удобна', 'POS'), ('Карта', 'легка', 'POS'), ('условия', 'Выгодные', 'POS'), ('банк', 'советую', 'POS'), ('Персонал', 'дружелюбно', 'POS')]",[]
"Всем Здравствуйте ! Являюсь клиентом Совкомбанка , уже больше 5 лет , и активно пользуюсь Картой Халва . В недавнем времени , 11 декабря списали плату очередную ежемесячную - 598 рублей за подключённые подписки - Халва . Десятка и Всё и Везде , кстати это очень нужные и удобные услуги по Халве . Но до 11 декабря я внёс уже 2 платёжа насчёт Карты Халва по рассрочке согласен графика , и почему то 2 раза переплачивал по этим платежам сумму в размере 598р - ( это я так думал ) . В итоге решил написать немедленно в чат оператору в самом приложении банка . Думаю надо разобраться , почему я переплачивал по двум внесённым платежам сумму по 598р , а еще потом списали плату за подключённые опции 11 числа 598р . В итоге в чате мне ответили быстро оперативно , но сам оператор в чате не совсем полностью решил мой вопрос и перенаправили на Главного Специалиста Клиентского сервиса - ответил очень быстро и решил все мои вопросы - Антон И - в . Пообщавшись с этим грамотным специалистом все мои вопросы были решены и на всё получены мною ответы , За что Огромное Спасибо этому профессионалу своего дела ! В итоге я понял почему вносил такие суммы по платежам и ничего плохого нет в этом так как все внесённые денежные средства легли на мою карту халву и сразу же были доступны к использованию . А за комиссию как и положено было списание один раз в месяц суммы - 598р . НО в рамках лояльности как клиента Совкомбанка , мне даже вернули на мой счёт сумму 598р , которую списали за комиссию . Это было очень приятно и неожиданно , что специалист не только разобрался в моем вопросе полностью и грамотно , но и в качестве приятного бонуса вернули средства за оплаченную комиссию . , хотя могли этого не делать вообще . Но в этот раз как и прежде я всегда доволен условиями и качеством обслуживания в Совкомбанке . Здесь люди настроены помочь в любом вопросе , вель Совкомбанк очень дорожит своими клиентами . Совкомбанк в целом и особенно Карту Халва - Рекомендую Всем !","[([49], [48], 'POS'), ([49], [46], 'POS'), ([177], [176], 'POS'), ([301], [300], 'POS'), ([321], [320], 'POS'), ([323], [320], 'POS')]",[],"[('услуги', 'удобные', 'POS'), ('услуги', 'нужные', 'POS'), ('специалистом', 'грамотным', 'POS'), ('комиссию', 'оплаченную', 'POS'), ('условиями', 'доволен', 'POS'), ('качеством', 'доволен', 'POS')]",[]
"Хочу выразить благодарность сотрудникам Россельхозбанка в с . Тамбовка Амурской области . Клиентом данного отделения являюсь более 10лет . Сотрудники всегда приветливы , компетентны , всегда можно обратиться по любому вопросу . Сегодня т . е . 15.12.2022 обратилась в отделение для консультации по предоставлению потребительского кредита . Сотрудник Наталья доступно все объяснила , предложила комфортные для меня условия , оформила заявку на кредит . Все доступно и быстро . Кредит одобрили ! Спасибо ! Рекомендую !","[([19], [21], 'POS'), ([19], [23], 'POS'), ([58], [55], 'POS'), ([3], [2], 'POS')]",[],"[('Сотрудники', 'приветливы', 'POS'), ('Сотрудники', 'компетентны', 'POS'), ('условия', 'комфортные', 'POS'), ('сотрудникам', 'благодарность', 'POS')]",[]
"Много лет пользовалась картой Сбербанка , но около полугода назад работодатель перешёл на зарплатный проект МТС банка и я решила попробовать . Сразу хочу отметить отзывчивость и скорость обслуживания ребят из поддержки Чата . Спасибо за вашу помощь . Карта с кешбеком , но не с самым большим а в версии Лайт . Приходит каждую пятницу исправно ) И это намного больше чем бонусы Спасибо . Удобное приложение и постоянные акции . Мне все нравится , изредка подвисает приложение , но это быстро решается . Ставлю 5 !","[([67], [66], 'POS')]",[],"[('приложение', 'Удобное', 'POS')]",[]
